Date,Ticker,Company_Name,Category,Open,High,Low,Close,Adj_Close,Volume
2010-01-04,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.232450008392334,3.350982904434204,3.232450008392334,3.3334949016571045,3.0096044540405273,4660649
2010-01-05,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.401020050048828,3.407335042953491,3.264512062072754,3.311147928237915,2.9894282817840576,3187793
2010-01-06,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.313091993331909,3.410249948501587,3.256740093231201,3.3587560653686523,3.0324113368988037,1928814
2010-01-07,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.399561882019043,3.399561882019043,3.2936599254608154,3.338352918624878,3.0139901638031006,1388767
2010-01-08,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.3432109355926514,3.48797607421875,3.327178955078125,3.399075984954834,3.068812847137451,3126964
2010-01-11,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.458828926086426,3.497692108154297,3.4151079654693604,3.485060930252075,3.1464438438415527,3920310
2010-01-12,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.5657029151916504,3.6667470932006836,3.2669410705566406,3.353898048400879,3.0280251502990723,22134432
2010-01-13,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.3752729892730713,3.4151079654693604,3.147922992706299,3.177069902420044,2.868378162384033,4801039
2010-01-14,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.2071890830993652,3.3228070735931396,3.2071890830993652,3.2620840072631836,2.945131778717041,2555216
2010-01-15,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.215933084487915,3.313091993331909,3.215933084487915,3.2936599254608154,2.973639965057373,1191356
2010-01-18,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.3310658931732178,3.4374539852142334,3.2547969818115234,3.3951900005340576,3.065305233001709,3208172
2010-01-19,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.3811020851135254,3.439397096633911,3.264512062072754,3.2946319580078125,2.974517345428467,649765
2010-01-20,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.3713860511779785,3.3713860511779785,3.255281925201416,3.296088933944702,2.9758334159851074,748573
2010-01-21,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.360698938369751,3.360698938369751,3.177069902420044,3.1974730491638184,2.8867990970611572,1419644
2010-01-22,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.1586101055145264,3.291717052459717,2.9735240936279297,3.200387954711914,2.8894309997558594,2024431
2010-01-25,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.0701959133148193,3.259654998779297,3.0701959133148193,3.1746408939361572,2.866185188293457,704007
2010-01-27,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.1576390266418457,3.1741549968719482,3.0604801177978516,3.079911947250366,2.78066086769104,999195
2010-01-28,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.0711679458618164,3.1576390266418457,2.9633219242095947,3.0876851081848145,2.7876780033111572,1756415
2010-01-29,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.016758918762207,3.0604801177978516,2.953605890274048,2.997328042984009,2.7061009407043457,2996661
2010-02-01,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.020159959793091,3.0313329696655273,2.994899034500122,3.0085010528564453,2.716188430786133,880729
2010-02-02,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.3811020851135254,3.3811020851135254,2.914742946624756,2.9336891174316406,2.6486446857452393,2326207
2010-02-03,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,3.049793004989624,3.049793004989624,2.896282911300659,2.954577922821045,2.667504072189331,1075360
2010-02-04,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,2.9346609115600586,2.962351083755493,2.8953120708465576,2.906485080718994,2.624083995819092,1218734
2010-02-05,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,2.8515899181365967,2.9341750144958496,2.837017059326172,2.857419967651367,2.5797853469848633,1142982
2010-02-08,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,2.8326449394226074,2.8855960369110107,2.7986390590667725,2.8219571113586426,2.5477685928344727,849234
2010-02-09,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,2.8321590423583984,3.0021860599517822,2.817584991455078,2.880251884460449,2.600399971008301,966671
2010-02-10,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,2.85644793510437,2.9633219242095947,2.84041690826416,2.8583920001983643,2.5806636810302734,640090
2010-02-11,BAJFINANCE.NS,Bajaj Finance,Growth / Compounder,2.853048086166382,2.9040560722351074,2.817584991455078,2.835073947906494,2.5596110820770264,553118
