Date,Ticker,Company_Name,Category,Open,High,Low,Close,Adj_Close,Volume
2010-01-04,LT.NS,Larsen & Toubro,Bluechip Heavyweight,748.0,754.1555786132812,748.0,751.7333374023438,597.9639282226562,1060024
2010-01-05,LT.NS,Larsen & Toubro,Bluechip Heavyweight,757.7777709960938,760.1777954101562,748.5111083984375,753.066650390625,599.0242919921875,2683989
2010-01-06,LT.NS,Larsen & Toubro,Bluechip Heavyweight,736.8222045898438,758.6221923828125,736.8222045898438,744.7333374023438,592.3958129882812,3076209
2010-01-07,LT.NS,Larsen & Toubro,Bluechip Heavyweight,743.977783203125,750.4444580078125,737.7999877929688,741.1555786132812,589.5499267578125,2033021
2010-01-08,LT.NS,Larsen & Toubro,Bluechip Heavyweight,742.4444580078125,754.1555786132812,742.4444580078125,745.8444213867188,593.279541015625,2940979
2010-01-11,LT.NS,Larsen & Toubro,Bluechip Heavyweight,751.5555419921875,755.5555419921875,743.6444702148438,745.4666748046875,592.9790649414062,2235555
2010-01-12,LT.NS,Larsen & Toubro,Bluechip Heavyweight,747.5555419921875,754.1777954101562,739.111083984375,746.3333129882812,593.66845703125,3121051
2010-01-13,LT.NS,Larsen & Toubro,Bluechip Heavyweight,742.2222290039062,750.6666870117188,738.5333251953125,743.6444702148438,591.529541015625,1822801
2010-01-14,LT.NS,Larsen & Toubro,Bluechip Heavyweight,746.7555541992188,746.7555541992188,734.6666870117188,741.5111083984375,589.83251953125,3908340
2010-01-15,LT.NS,Larsen & Toubro,Bluechip Heavyweight,744.022216796875,744.022216796875,731.111083984375,733.8666381835938,583.751708984375,3226792
2010-01-18,LT.NS,Larsen & Toubro,Bluechip Heavyweight,735.4666748046875,743.5555419921875,728.888916015625,735.4444580078125,585.0068969726562,1598541
2010-01-19,LT.NS,Larsen & Toubro,Bluechip Heavyweight,737.7777709960938,740.7999877929688,726.9111328125,730.0,580.6760864257812,2303975
2010-01-20,LT.NS,Larsen & Toubro,Bluechip Heavyweight,733.7777709960938,734.1777954101562,724.6666870117188,727.0888671875,578.360595703125,2281223
2010-01-21,LT.NS,Larsen & Toubro,Bluechip Heavyweight,726.5777587890625,728.0,674.7555541992188,677.3777465820312,538.8179321289062,11137290
2010-01-22,LT.NS,Larsen & Toubro,Bluechip Heavyweight,677.4000244140625,677.4000244140625,638.3777465820312,654.0888671875,520.2929077148438,12968561
2010-01-25,LT.NS,Larsen & Toubro,Bluechip Heavyweight,654.6666870117188,666.2222290039062,647.111083984375,662.4222412109375,526.9216918945312,3983746
2010-01-27,LT.NS,Larsen & Toubro,Bluechip Heavyweight,656.8444213867188,661.7777709960938,639.111083984375,648.022216796875,515.4672241210938,5295822
2010-01-28,LT.NS,Larsen & Toubro,Bluechip Heavyweight,653.3333129882812,660.7111206054688,626.6666870117188,636.2222290039062,506.0809326171875,9322481
2010-01-29,LT.NS,Larsen & Toubro,Bluechip Heavyweight,633.3333129882812,645.111083984375,622.6666870117188,632.8222045898438,503.37646484375,8075187
2010-02-01,LT.NS,Larsen & Toubro,Bluechip Heavyweight,642.0888671875,642.0888671875,625.7777709960938,629.888916015625,501.04315185546875,5986399
2010-02-02,LT.NS,Larsen & Toubro,Bluechip Heavyweight,635.5555419921875,639.111083984375,617.7777709960938,620.6221923828125,493.6719665527344,5351231
2010-02-03,LT.NS,Larsen & Toubro,Bluechip Heavyweight,622.8222045898438,647.5555419921875,617.7777709960938,644.5111083984375,512.67431640625,6031122
2010-02-04,LT.NS,Larsen & Toubro,Bluechip Heavyweight,640.0,647.5111083984375,633.5999755859375,642.1333618164062,510.78289794921875,3639273
2010-02-05,LT.NS,Larsen & Toubro,Bluechip Heavyweight,628.888916015625,641.1555786132812,617.7333374023438,632.888916015625,503.4294738769531,4964971
2010-02-08,LT.NS,Larsen & Toubro,Bluechip Heavyweight,640.0,649.7777709960938,628.2222290039062,641.977783203125,510.65911865234375,3517267
2010-02-09,LT.NS,Larsen & Toubro,Bluechip Heavyweight,644.0,651.04443359375,637.0,649.7111206054688,516.8107299804688,3634060
2010-02-10,LT.NS,Larsen & Toubro,Bluechip Heavyweight,653.7777709960938,656.4444580078125,636.0,638.3110961914062,507.7424621582031,2548539
