Date,Ticker,Company_Name,Category,Open,High,Low,Close,Adj_Close,Volume
2019-10-14,IRCTC.NS,IRCTC,Retail Hype / Turnaround,125.19999694824219,148.75999450683594,125.0,145.5500030517578,138.061767578125,226353035
2019-10-15,IRCTC.NS,IRCTC,Retail Hype / Turnaround,147.1999969482422,149.47999572753906,139.2100067138672,142.6300048828125,135.29197692871094,52650205
2019-10-16,IRCTC.NS,IRCTC,Retail Hype / Turnaround,142.8000030517578,144.1999969482422,139.64999389648438,140.1300048828125,132.9206085205078,17381530
2019-10-17,IRCTC.NS,IRCTC,Retail Hype / Turnaround,140.02000427246094,146.60000610351562,137.42999267578125,144.86000061035156,137.40721130371094,25164650
2019-10-18,IRCTC.NS,IRCTC,Retail Hype / Turnaround,145.0,157.97999572753906,143.2100067138672,155.8300018310547,147.8128662109375,48666150
2019-10-22,IRCTC.NS,IRCTC,Retail Hype / Turnaround,157.38999938964844,173.35000610351562,156.1999969482422,168.94000244140625,160.24839782714844,46733940
2019-10-23,IRCTC.NS,IRCTC,Retail Hype / Turnaround,173.1999969482422,181.97999572753906,173.1999969482422,180.05999755859375,170.79627990722656,45116345
2019-10-24,IRCTC.NS,IRCTC,Retail Hype / Turnaround,184.99000549316406,190.6999969482422,172.52999877929688,180.41000366210938,171.12828063964844,59356565
2019-10-25,IRCTC.NS,IRCTC,Retail Hype / Turnaround,181.0,183.1999969482422,175.1999969482422,179.80999755859375,170.55914306640625,19247675
2019-10-27,IRCTC.NS,IRCTC,Retail Hype / Turnaround,182.1999969482422,185.0,179.0,181.5399932861328,172.2001190185547,6711285
2019-10-29,IRCTC.NS,IRCTC,Retail Hype / Turnaround,181.39999389648438,181.47999572753906,175.72999572753906,176.6199951171875,167.53326416015625,10118740
2019-10-30,IRCTC.NS,IRCTC,Retail Hype / Turnaround,176.1999969482422,184.0,176.1699981689453,178.08999633789062,168.9276123046875,16381015
2019-10-31,IRCTC.NS,IRCTC,Retail Hype / Turnaround,180.0,181.5399932861328,175.39999389648438,176.33999633789062,167.2676544189453,9198590
2019-11-01,IRCTC.NS,IRCTC,Retail Hype / Turnaround,177.0,181.58999633789062,176.6199951171875,178.10000610351562,168.93711853027344,9411150
2019-11-04,IRCTC.NS,IRCTC,Retail Hype / Turnaround,179.0,179.60000610351562,176.0500030517578,176.69000244140625,167.59967041015625,4195835
2019-11-05,IRCTC.NS,IRCTC,Retail Hype / Turnaround,177.33999633789062,181.39999389648438,174.25999450683594,176.3000030517578,167.22975158691406,10190335
2019-11-06,IRCTC.NS,IRCTC,Retail Hype / Turnaround,177.0,179.0,176.1999969482422,176.86000061035156,167.7609100341797,4950450
2019-11-07,IRCTC.NS,IRCTC,Retail Hype / Turnaround,177.8000030517578,178.39999389648438,176.02000427246094,176.3000030517578,167.22975158691406,3875510
2019-11-08,IRCTC.NS,IRCTC,Retail Hype / Turnaround,175.9499969482422,178.1999969482422,174.4600067138672,175.3800048828125,166.35707092285156,4743845
2019-11-11,IRCTC.NS,IRCTC,Retail Hype / Turnaround,177.1999969482422,188.6699981689453,176.8000030517578,186.5800018310547,176.9808349609375,27509375
2019-11-13,IRCTC.NS,IRCTC,Retail Hype / Turnaround,191.0,196.17999267578125,180.63999938964844,186.41000366210938,176.819580078125,30872350
2019-11-14,IRCTC.NS,IRCTC,Retail Hype / Turnaround,183.0,189.39999389648438,179.39999389648438,181.4600067138672,172.12428283691406,14336980
2019-11-15,IRCTC.NS,IRCTC,Retail Hype / Turnaround,184.0,187.9600067138672,180.39999389648438,185.63999938964844,176.0891876220703,15970190
2019-11-18,IRCTC.NS,IRCTC,Retail Hype / Turnaround,186.82000732421875,187.5800018310547,183.41000366210938,184.42999267578125,174.9414825439453,5720000
2019-11-19,IRCTC.NS,IRCTC,Retail Hype / Turnaround,184.5500030517578,184.8000030517578,180.0,180.50999450683594,171.22311401367188,5522965
2019-11-20,IRCTC.NS,IRCTC,Retail Hype / Turnaround,181.8000030517578,183.39999389648438,178.0,179.13999938964844,169.923583984375,6322985
2019-11-21,IRCTC.NS,IRCTC,Retail Hype / Turnaround,179.60000610351562,181.1999969482422,176.02000427246094,176.9600067138672,167.85577392578125,6485590
2019-11-22,IRCTC.NS,IRCTC,Retail Hype / Turnaround,177.8000030517578,177.8000030517578,174.47999572753906,175.17999267578125,166.1673126220703,3738365
2019-11-25,IRCTC.NS,IRCTC,Retail Hype / Turnaround,175.8000030517578,178.0,174.6199951171875,176.42999267578125,167.35302734375,3437825
2019-11-26,IRCTC.NS,IRCTC,Retail Hype / Turnaround,177.39999389648438,179.0,175.10000610351562,175.74000549316406,166.6985321044922,3971740
2019-11-27,IRCTC.NS,IRCTC,Retail Hype / Turnaround,176.22000122070312,178.1999969482422,176.0,176.64999389648438,167.56173706054688,2933130
2019-11-28,IRCTC.NS,IRCTC,Retail Hype / Turnaround,176.99000549316406,177.55999755859375,175.6199951171875,176.49000549316406,167.40992736816406,2078740
2019-11-29,IRCTC.NS,IRCTC,Retail Hype / Turnaround,176.42999267578125,183.74000549316406,175.60000610351562,179.4499969482422,170.21768188476562,8998765
